0,0
1,0
2,0
3,0
4,0
5,0
6,0
7,0
8,0
9,409
10,409
11,409
12,409
13,409
14,409
15,409
16,409
17,409
18,409
19,409
20,453
21,915
22,915
23,915
24,1210
25,1210
26,1210
27,2540
28,2540
29,2540
30,2540
31,3344
32,3344
33,3918
34,3918
35,3918
36,3918
37,4098
38,4098
39,4098
40,4098
41,4098
42,4098
43,4814
44,4814
45,4814
46,4814
47,5360
48,5360
49,5360
50,5360
51,6135
52,6135
53,6135
54,6135
55,6135
56,6295
57,6295
58,6295
59,6492
60,6492
61,6492
62,6492
63,7157
64,7157
65,7906
66,7906
67,7906
68,7906
69,7906
70,7906
71,7906
72,7906
73,7906
74,7906
75,7906
76,8090
77,8313
78,8313
79,8313
80,8313
81,8313
82,8313
83,8313
84,8362
85,8362
86,9053
87,9053
88,9053
89,9053
90,9053
91,9053
92,9714
93,9714
94,9714
95,10440
96,10440
97,10764
98,10764
99,10983
100,10983
101,10983
102,10983
103,10983
104,10983
105,10983
106,10983
107,10983
108,10983
109,11568
110,11568
111,11568
112,11767
113,12346
114,12346
115,12346
116,12346
117,12428
118,12428
119,13274
120,13274
121,13274
122,13274
123,13274
124,13274
125,13657
126,13657
127,13657
128,14450
129,14450
130,14450
131,15614
132,15614
133,15614
134,15614
135,15614
136,15614
137,15614
138,16823
139,16823
140,16823
141,16823
142,17086
143,17086
144,17086
145,17086
146,17086
147,18222
148,19650
149,20077
150,20077
151,20077
152,20077
153,20077
154,20077
155,20077
156,20077
157,20622
158,20622
159,20622
160,20622
161,20622
162,20622
163,20622
164,21270
165,21984
166,21984
167,22439
168,22607
169,22607
170,22860
171,22860
172,24160
173,24160
174,24160
175,24971
176,24971
177,24971
178,25113
179,25113
180,25113
181,25113
182,25113
183,25113
184,25113
185,25113
186,25113
187,25113
188,25113
189,25113
190,25113
191,25113
192,25113
193,25337
194,25337
195,25337
196,25555
197,25555
198,25555
199,25555
200,25555
201,25555
202,26019
203,26019
204,26019
205,26019
206,26436
207,26571
208,26571
209,26571
210,26571
211,26571
212,26571
213,26571
214,26571
215,26571
216,26571
217,26571
218,26634
219,26634
220,26634
221,27367
222,27367
223,27367
224,27367
225,27367
226,27367
227,27367
228,27367
229,28047
230,28047
231,28047
232,28047
233,28047
234,28959
235,28959
236,28959
237,28959
238,29945
239,30558
240,30558
241,30558
242,30558
243,30558
244,30558
245,30558
246,30558
247,30558
248,30558
249,31028
250,31028
251,31298
252,31298
253,31298
254,31298
255,31298
256,31298
257,31343
258,31392
259,31392
260,31392
261,31392
262,31932
263,31932
264,31932
265,31932
266,31932
267,31932
268,31932
269,31932
270,31932
271,32492
272,32492
273,32492
274,32519
275,32519
276,32519
277,33512
278,33512
279,34689
280,34689
281,34689
282,34689
283,34689
284,35691
285,35691
286,35691
287,35691
288,36068
289,36068
290,36068
291,36068
292,36337
293,36337
294,36773
295,36773
296,36773
297,36773
298,37085
299,37085
300,37085
301,37085
302,38226
303,38226
304,38226
305,38226
306,38226
307,38226
308,39282
309,39282
310,39282
311,39282
312,39282
313,40073
314,40330
315,41713
316,41713
317,41876
318,43322
319,43322
320,43322
321,43322
322,43322
323,43322
324,43322
325,43322
326,44191
327,44191
328,44191
329,44362
330,44362
331,45095
332,45095
333,45095
334,45095
335,45095
336,45095
337,45095
338,45995
339,46706
340,46846
341,47040
342,47040
343,47040
344,47649
345,47649
346,47649
347,47649
348,47649
349,47649
350,47787
351,47787
352,47787
353,48805
354,49248
355,50571
356,50652
357,50652
358,51200
359,51200
360,51200
361,51200
362,51920
363,51920
364,51920
365,51920
366,51920
367,51920
368,51920
369,51920
370,51920
371,52231
